rank,title,type,date,views,likes,comments,duration,score,engagement_rate,norm_views,norm_likes,norm_comments,norm_engagement,transcript_status,transcript_source,transcript_language,transcript_chars,transcript_error,tags,category,url
11,Building Agents with Model Context Protocol - Full Workshop with Mahesh Murag of Anthropic,video,2025-04-28,333318,0,0,6252,0.18394,0.0,1.0,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=kQmXtrmQ5Zg! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] kQmXtrmQ5Zg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=kQmXtrmQ5Zg
12,"How We Build Effective Agents: Barry Zhang, Anthropic",video,2025-04-28,440029,0,0,909,0.18394,0.0,1.0,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=D7_ipDqhtwk! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] D7_ipDqhtwk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=D7_ipDqhtwk
13,GraphRAG: The Marriage of Knowledge Graphs and RAG: Emil Eifrem,video,2025-04-28,258973,0,0,1155,0.169852,0.0,0.9234,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=knDDGYHnnSI! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] knDDGYHnnSI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=knDDGYHnnSI&pp=0gcJCdQKAYcqIYzv
14,"Building and evaluating AI Agents — Sayash Kapoor, AI Snake Oil",video,2025-04-28,227634,0,0,1200,0.148314,0.0,0.8063,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=d5EltXhbcfA! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] d5EltXhbcfA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=d5EltXhbcfA&pp=0gcJCdQKAYcqIYzv
15,Full Walkthrough: Workflow for AI Coding — Matt Pocock,video,2026-04-25,90202,0,0,5790,0.145212,0.0,0.2928,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=-QFHIoCo-Ko! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] -QFHIoCo-Ko: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=-QFHIoCo-Ko
16,"How Google DeepMind is researching the next Frontier of AI for Gemini — Raia Hadsell, VP of Research",video,2026-04-19,87610,0,0,1237,0.13812,0.0,0.2831,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=zZsTVBXcbow! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] zZsTVBXcbow: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=zZsTVBXcbow
17,"Claude Agent SDK [Full Workshop] — Thariq Shihipar, Anthropic",video,2026-01-28,104820,0,0,6745,0.135757,0.0,0.3474,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=TqC1qOfiVcQ! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] TqC1qOfiVcQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=TqC1qOfiVcQ
18,"2025 in LLMs so far, illustrated by Pelicans on Bicycles — Simon Willison",video,2025-08-01,157875,0,0,1110,0.13021,0.0,0.5457,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=YpY83-kA7Bo! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] YpY83-kA7Bo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=YpY83-kA7Bo
19,"Defying Gravity - Kevin Hou, Google DeepMind",video,2025-12-29,104414,0,0,1510,0.124499,0.0,0.3459,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=HN-F-OQe6j0! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] HN-F-OQe6j0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=HN-F-OQe6j0
20,"Harness Engineering: How to Build Software When Humans Steer, Agents Execute — Ryan Lopopolo, OpenAI",video,2026-04-17,74534,0,0,2781,0.113662,0.0,0.2343,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=am_oeAoUhew! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] am_oeAoUhew: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=am_oeAoUhew
21,"RAG Agents in Prod: 10 Lessons We Learned — Douwe Kiela, creator of RAG",video,2025-04-28,176023,0,0,1016,0.112843,0.0,0.6135,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=kPL-6-9MVyA! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] kPL-6-9MVyA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=kPL-6-9MVyA
22,"Claude Code & the evolution of agentic coding — Boris Cherny, Anthropic",video,2025-08-01,132976,0,0,1092,0.10801,0.0,0.4526,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=Lue8K2jqfKk! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] Lue8K2jqfKk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=Lue8K2jqfKk&pp=0gcJCdQKAYcqIYzv
23,"Minimax M2: Building the #1 Open Model – Olive Song, MiniMax",video,2025-12-29,91117,0,0,821,0.106618,0.0,0.2962,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=lY1iFbDPRlw! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] lY1iFbDPRlw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=lY1iFbDPRlw
24,"How Claude Code Works - Jared Zoneraich, PromptLayer",video,2025-12-29,89571,0,0,3943,0.104539,0.0,0.2905,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=RFKCzGlAU6Q! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] RFKCzGlAU6Q: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=RFKCzGlAU6Q
25,"From Vibe Coding To Vibe Engineering – Kitze, Sizzy",video,2025-12-29,89441,0,0,1528,0.104364,0.0,0.29,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=JV-wY5pxXLo! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] JV-wY5pxXLo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=JV-wY5pxXLo
26,"Building AI Agents that actually automate Knowledge Work - Jerry Liu, LlamaIndex",video,2025-07-02,123382,0,0,1077,0.091609,0.0,0.4168,0.0,0.0,0.0,unavailable,none,en,0,"youtube_transcript_api: Could not retrieve a transcript for the video https://www.youtube.com/watch?v=jVGCulhBRZI! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the following reasons:
- You have done too many requests and your IP has been blocked by YouTube
- You are doing requests from an IP belonging to a cloud provider (like AWS, Google Cloud Platform, Azure, etc.). Unfortunately, most IPs from cloud providers are blocked by YouTube.

Ways to work around this are explained in the ""Working around IP bans"" section of the README (https://github.com/jdepoix/youtube-transcript-api?tab=readme-ov-file#working-around-ip-bans-requestblocked-or-ipblocked-exception).


If you are sure that the described cause is not responsible for this error and that a transcript should be retrievable, please create an issue at https://github.com/jdepoix/youtube-transcript-api/issues. Please add which version of youtube_transcript_api you are using and provide the information needed to replicate the error. Also make sure that there are no open issues which already describe your problem!; yt_dlp: [0;31mERROR:[0m [youtube] jVGCulhBRZI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies; openai_asr: missing_OPENAI_API_KEY",,,https://www.youtube.com/watch?v=jVGCulhBRZI
27,"Moving away from Agile: What's Next – Martin Harrysson & Natasha Maniar, McKinsey & Company",video,2025-12-29,79805,0,0,1315,0.091406,0.0,0.254,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=SZStlIhyTCY
28,The Future of Knowledge Assistants: Jerry Liu,video,2025-04-28,141670,0,0,1015,0.089234,0.0,0.4851,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=zeAyuLc_f3Q
29,"[Full Workshop] Reinforcement Learning, Kernels, Reasoning, Quantization & Agents — Daniel Han",video,2025-08-01,111804,0,0,9748,0.089133,0.0,0.3735,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=OkEGJ5G3foU
30,"Architecting Agent Memory: Principles, Patterns, and Best Practices — Richmond Alake, MongoDB",video,2025-07-02,119594,0,0,1057,0.088498,0.0,0.4026,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=W2HVdB4Jbjs&pp=0gcJCdQKAYcqIYzv
31,"Building Multimodal AI Agents From Scratch — Apoorva Joshi, MongoDB",video,2025-07-02,115902,0,0,2218,0.085466,0.0,0.3888,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=640KMYtxCeI
32,"AI changes *Nothing* — Dax Raad, OpenCode",video,2025-11-29,77942,0,0,999,0.081886,0.0,0.247,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=o3gmwzo-Mik
33,"Agentic Engineering: Working With AI, Not Just Using It — Brendan O'Leary",video,2026-04-14,54071,0,0,1623,0.075941,0.0,0.1578,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=BEKc4P87XKo
34,"Vibes won't cut it — Chris Kelly, Augment Code",video,2025-08-31,86717,0,0,934,0.072486,0.0,0.2798,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=Dc3qOA9WOnE
35,"Make your LLM app a Domain Expert: How to Build an Expert System — Christopher Lovejoy, Anterior",video,2025-08-31,85275,0,0,1158,0.07109,0.0,0.2744,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=MRM7oA3JsFs
36,"Reinforcement Learning for Agents - Will Brown, ML Researcher at Morgan Stanley",video,2025-04-28,112414,0,0,1097,0.069127,0.0,0.3758,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=JIsgyk0Paic
37,Building Production-Ready RAG Applications: Jerry Liu,video,2024-04-28,404513,0,0,1115,0.067668,0.0,1.0,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=TRjq7t2Ms5I
38,"Dispatch from the Future: building an AI-native Company – Dan Shipper, Every, AI & I",video,2025-12-29,56227,0,0,1078,0.0597,0.0,0.1659,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=MGzymaYBiss
39,"2026: The Year The IDE Died — Steve Yegge & Gene Kim, Authors, Vibe Coding",video,2025-12-29,53019,0,0,1499,0.055386,0.0,0.1539,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=7Dtu2bilcFs
40,Pydantic is all you need: Jason Liu,video,2024-04-28,226901,0,0,1075,0.054376,0.0,0.8036,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=yj-wSRJwrrc
41,"Making Codebases Agent Ready – Eno Reyes, Factory AI",video,2025-12-29,48338,0,0,933,0.049091,0.0,0.1364,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=ShuJ_CN6zr4
42,"How Windsurf writes 90% of your code with an Agentic IDE - Kevin Hou, Windsurf",video,2025-04-28,82165,0,0,1250,0.048338,0.0,0.2628,0.0,0.0,0.0,skipped,skipped,,0,not_requested,,,https://www.youtube.com/watch?v=bVNNvWq6dKo
